id,score,category,text
3144,5,positive,"['telat', 'kirim', 'sesuai', 'jam', 'estimasi', 'saya', 'puas', 'sayur', 'daging']"
3145,5,positive,"['good', 'job']"
3146,5,positive,"['bagus', 'recommended', 'mohon', 'bantu', 'bayar', 'kartu', 'kredit']"
3147,5,positive,"['lumayan', 'murah', 'harga', 'promonya']"
3148,4,positive,"['segar', 'paking', 'ok']"
3149,5,positive,"['oke', 'banget', 'barang', 'segar']"
3150,3,neutral,"['sayang', 'banget', 'kabupaten', 'bogor', 'camat', 'cantum', 'bsia', 'semua', 'lokasi', 'begitu', 'zona', 'belanja', 'segar', 'terima kasih']"
3151,5,positive,"['fresh', 'cepat', 'kirim', 'terimakasih', 'segar']"
3152,5,positive,[]
3153,5,positive,"['barang', 'segar']"
3154,5,positive,"['sayur', 'buah', 'ikan', 'semua', 'segar', 'layan', 'ok']"
3155,5,positive,"['produk', 'sesuai', 'pes', 'kirim', 'cepat', 'free', 'ongkir', 'terimakasih']"
3156,5,positive,"['best', 'banget']"
3157,5,positive,"['layan', 'cepat', 'kemas', 'bagus', 'barang', 'segar', 'banget']"
3158,5,positive,['bagus']
3159,5,positive,"['segar', 'keren', 'banget', 'datang', 'packing', 'rapi', 'higenis', 'next', 'belanja']"
3160,5,positive,"['bagus', 'banget', 'aplikasi', 'belanja', 'mudah', 'kirim', 'cepat', 'seller', 'kurir', 'ramah']"
3161,5,positive,['suka']
3162,5,positive,"['sayur', 'segar', 'segar']"
3163,5,positive,"['puas', 'terima kasih']"
3164,4,positive,"['kali', 'coba', 'belanja', 'segar', 'puas', 'siii', 'mudah', 'belakang', 'muas', 'ya']"
3165,5,positive,"['sayur', 'buah', 'ikan', 'segar', 'kirim', 'cepat', 'bantu', 'banget', 'enggak', 'sempat', 'pasar']"
3166,5,positive,"['produk', 'benar', 'fresh', 'promonya']"
3167,5,positive,"['puas', 'pakai', 'tunggu', 'hari', 'kondisi', 'barang', 'juga', 'fresh', 'banget', 'bang', 'kurir', 'juga', 'ramah', 'sabar']"
3168,5,positive,"['barang', 'segar', 'puas']"
3169,4,positive,['puas']
3170,5,positive,['good']
3171,4,positive,"['sayur', 'segar', 'sesuai', 'harap']"
3172,5,positive,"['sukses', 'segar', 'bantu', 'lagi', 'malas']"
3173,5,positive,"['promodisaat', 'pandemisangat', 'bantu']"
3174,5,positive,"['sayur', 'buah', 'segar']"
3175,5,positive,"['barang', 'sesuai', 'pesan', 'kualitas', 'jambu', 'bagus', 'busuk', 'kirim', 'cepat', 'hujan', 'terima', 'kasih', 'segar']"
3176,5,positive,"['puas', 'belanja', 'segar']"
3177,5,positive,"['belanja', 'segar', 'puas', 'sekalibarang', 'fresh']"
3178,4,positive,"['ok', 'barang', 'lengkap']"
3179,5,positive,"['kualitas', 'bagus']"
3180,5,positive,"['kasih', 'bintang', 'karena', 'puas', 'belanja', 'segaribarangnya', 'freshpengemasannya', 'rapihselalu', 'sesuai', 'pesananudh', 'banget', 'belanja', 'aplikasi', 'inisegari', 'is', 'the', 'best']"
3181,4,positive,['good']
3182,5,positive,['mantap']
3183,5,positive,"['bantu', 'the', 'best']"
3184,5,positive,"['packagin', 'rapi', 'kirim', 'cepat', 'aman', 'barang', 'fresh', 'terima kasih', 'segar', 'ekspedisi']"
3185,5,positive,"['tahan', 'kualitas', 'jujur', 'kerapihan']"
3186,5,positive,"['puas', 'belanja', 'segar', 'buah', 'benar', 'segar', 'sayur', 'bagus', 'daging', 'fresh', 'kirim', 'rapi', 'tata', 'rapi', 'bareng', 'datang', 'sesuai', 'tanggal', 'pagi', 'dtgnya', 'langsung', 'proses', 'masakan', 'keren', 'top', 'banget', 'free', 'ongkir', 'dapat', 'voucher', 'potong', 'lengkap', 'tinggal', 'pesan', 'dari', 'rumah', 'datang', 'rumah', 'recomended']"
3187,5,positive,"['sayur', 'segeer']"
3188,5,positive,"['murah', 'jeruk', 'peras', 'gede', 'segar', 'perak']"
3189,5,positive,"['produk', 'fresh', 'packingnya', 'rapi', 'suka', 'belanja', 'segar']"
3190,2,negative,"['belanja', 'oke', 'ajacukup', 'muas', 'tapi', 'kesinibnr', 'kecewa', 'bangetpengiriman', 'telatdi', 'chat', 'cs', 'balesan', 'sekalipas', 'datang', 'buah', 'sayur', 'busuk', 'dongdari', 'pagi', 'sampai', 'respon', 'apa']"
3191,5,positive,"['puas', 'mitra', 'untung', 'terimakasih', 'segar', 'kurir']"
3192,5,positive,"['kirim', 'cepat', 'sekalitop', 'banget']"
3193,5,positive,"['puas', 'banget', 'belanja', 'segar', 'belanja', 'gari', 'layan', 'muas']"
3194,5,positive,"['sayur', 'segar']"
3195,5,positive,"['bantu', 'pandemi']"
3196,5,positive,"['mantap', 'moga', 'promonya', 'segar', 'sukses']"
3197,5,positive,['sukaaaaa']
3198,5,positive,"['recommended', 'tapi', 'try', 'ragu', 'beli', 'buah', 'online', 'pilih', 'takut', 'kasih', 'jelekbusuk', 'beli', 'segar', 'rasa', 'aman', 'garansi', 'terimakasih', 'team', 'segar', 'aplikasi', 'bantu', 'saat', 'butuh', 'kirim', 'buah', 'pana', 'keluarga', 'luar', 'kota']"
3199,5,positive,"['bagus', 'kirim']"
3200,4,positive,['bagus']
3201,5,positive,"['segar', 'segar', 'barang', 'harga', 'jangkau']"
3202,5,positive,"['kali', 'belanja', 'sayur', 'buah', 'daging', 'online', 'moga', 'diskon', 'segar']"
3203,5,positive,"['layan', 'dek', 'best']"
3204,5,positive,"['produk', 'bagus', 'butuh']"
3205,5,positive,['puaaaass']
3206,5,positive,"['belanja', 'segar', 'puassayur', 'segar', 'bagusnext', 'order', 'lagipengiriman', 'cepat', 'kurir', 'ramah', 'tunggu', 'sampi', 'tibaterimakasih']"
3207,5,positive,"['tipe', 'emak', 'suka', 'belanja', 'pasar', 'karena', 'murahdan', 'bisa', 'pilih', 'tapi', 'pas', 'order', 'aplikasi', 'hari', 'wow', 'banget', 'promo', 'emak', 'happy', 'barang', 'segar', 'fresh', 'pilih', 'langsung', 'tiga', 'cepat', 'banget', 'sampai', 'packingnya', 'juga', 'rapi', 'safety', 'banget', 'moga', 'depan', 'jaya', 'dibanyakin', 'promo', 'boleh', 'usul', 'pengin', 'coba', 'buah', 'bery', 'begitu', 'tapi', 'harga', 'ulalah', 'banget', 'mngkn', 'bisa', 'ain', 'kemas', 'ekonomis', 'grbiar', 'bisa', 'jangkau']"
3208,5,positive,"['benar', 'segar']"
3209,5,positive,"['serius', 'beli', 'buah', 'segarsegar', 'manissss', 'recomended', 'syelaluuu']"
3210,5,positive,"['buahny', 'fresh']"
3211,5,positive,"['coba', 'prtama', 'sech', 'tapi', 'lumayan', 'puas', 'barang', 'baguspackingnya', 'rapi', 'harga', 'juga', 'sesuaimaaf', 'masuk', 'tolong', 'antar', 'barang', 'sedia', 'masker', 'cadang', 'kalau', 'mslnya', 'masuk', 'area', 'apartemen', 'wajib', 'masker', 'kemarin', 'masalah', 'antar', 'pakai', 'masker', 'masuk', 'loby', 'tegur', 'security', 'alas', 'putus', 'jalan', 'maskernyaini', 'buat', 'baik', 'bersamaterimakasih', 'sukses']"
3212,5,positive,"['pngiriman', 'cepat', 'kurir', 'sangat', 'ramah', 'good']"
3213,5,positive,"['layan', 'bagus', 'langgan', 'baik', 'kirim', 'pesan', 'sampai', 'juga', 'pesan', 'banyak', 'perlu', 'belanja', 'harianya', 'perlu', 'bayi', 'sabun', 'dll', 'perlu', 'dewasa', 'sabun', 'dll', 'banyak', 'stok', 'enak', 'pilih', 'belanja', 'adakan', 'mie', 'dus', 'enak', 'daripada', 'beli', 'satu', 'hadiah', 'belanja', 'mohon', 'mahal', 'lagi', 'bonus', 'gratisanya', 'terimakasih']"
3214,5,positive,"['puas', 'kurir', 'kemas', 'rapi']"
3215,5,positive,"['sngat', 'bantu', 'repot', 'hrgabrang', 'pesan', 'fresh']"
3216,4,positive,"['barang', 'enggak', 'lasung', 'cat']"
3217,5,positive,['murah']
3218,5,positive,"['layan', 'baguskurir', 'ramah']"
3219,5,positive,"['cocok', 'kalang', 'emak', 'emak']"
3220,4,positive,"['bagus', 'respon', 'cepetdaging', 'segerfress', 'cuma', 'barang', 'banyak', 'stok', 'kosong']"
3221,5,positive,"['belanja', 'segar', 'mudah', 'kualitas', 'bagus', 'harga', 'jangkau', 'layan', 'cepat', 'transfer', 'cod', 'sukses', 'segarimantap', 'deh']"
3222,5,positive,"['sayang', 'bonus']"
3223,5,positive,"['bagus', 'fresh', 'hemat', 'promo']"
3224,5,positive,"['kirim', 'cepat', 'jam', 'pagi', 'harga', 'murah', 'gratis', 'gula', 'lagi', 'sayur', 'ikan', 'daging', 'segar', 'terima', 'kasih', 'segar']"
3225,5,positive,"['packing', 'rapi', 'aman', 'kirim', 'sesuai', 'jadwal']"
3226,5,positive,"['puas', 'barang', 'segar', 'bagus']"
3227,5,positive,"['keren', 'banget', 'produk', 'segar', 'semuaaaa', 'sukaaakkkkkk']"
3228,5,positive,['puas']
3229,5,positive,"['sampai', 'cepat', 'lengkap', 'sesuai', 'pesan', 'fresh']"
3230,5,positive,"['tahan', 'kualitas', 'promonya']"
3231,5,positive,"['kali', 'belanja', 'mantap', 'pokok']"
3232,5,positive,"['promo', 'free', 'minyak', 'goreng', 'liter', 'segariiddapurhumaira']"
3233,5,positive,"['belanja', 'murah', 'bykpromo', 'kirim', 'ce', 'pat']"
3234,1,negative,"['daerah', 'bekas', 'enggak', 'antar', 'aneh']"
3235,5,positive,"['moga', 'masih', 'gratis', 'ongkirnya', 'makin', 'promonya']"
3236,5,positive,['mantap']
3237,5,positive,"['sukses', 'segarimantaaappp', 'pisann']"
3238,5,positive,"['senang', 'belanja', 'masyaallah', 'sayur', 'dll', 'bagus', 'yuk', 'ah', 'belanja', 'segar']"
3239,4,positive,['puas']
3240,5,positive,['muas']
3241,4,positive,['segar']
3242,5,positive,"['oke', 'sesuai', 'nama', 'logo', 'segar', 'moga', 'segar', 'sayur', 'buah', 'dlnya', 'penuh', 'butuh', 'layan', 'langgan', 'langgan']"
3243,5,positive,['good']
3244,5,positive,"['cepetsimple', 'gampang']"
3245,5,positive,"['harga', 'bagus', 'layan', 'bagus', 'produk', 'baguskeren', 'mengecewakanbanyak', 'promo', 'jugamakan', 'ok', 'pokok', 'segar', 'layan', 'masyarakat']"
3246,5,positive,"['kirim', 'cepat', 'mantap']"
3247,5,positive,"['belanja', 'online', 'puas', 'banget']"
3248,5,positive,"['belanja', 'mudah']"
3249,5,positive,['segar']
3250,5,positive,['puas']
3251,5,positive,"['kirim', 'cepat', 'jam', 'sudah', 'sampai', 'rumah']"
3252,5,positive,"['segar', 'sayurnyapengiriman', 'juga', 'cptpokoknya', 'bantu', 'banget', 'bang', 'malas', 'kepsr']"
3253,5,positive,"['kirim', 'cptkurir', 'ramahproduk', 'bagus', 'segar']"
3254,5,positive,"['puasa', 'bangetbarang', 'fresh']"
3255,5,positive,"['barang', 'segar', 'bagus']"
3256,2,negative,"['murah', 'segar', 'diskon', 'banget', 'tapiii', 'deh', 'ajak', 'orang', 'banyak', 'pakai', 'kode', 'refferal', 'deh', 'kumpul', 'poin', 'eh', 'kode', 'pakai', 'deh', 'beda', 'alamat']"
3257,5,positive,"['puas', 'bangetbuah', 'sayur', 'ayam', 'bagus', 'bagus', 'banyakpromonya', 'segar', 'top', 'deh']"
3258,5,positive,"['barang', 'fresh', 'sama', 'cepat', 'sampai']"
3259,4,positive,"['barang', 'fresh']"
3260,2,negative,['cibinong']
3261,5,positive,"['sangatt', 'puas', 'belanja', 'segar']"
3262,5,positive,"['saya', 'senang', 'belanja', 'online', 'segar', 'sayur', 'mayur', 'segar', 'heran', 'nama', 'segar', 'moga', 'sukses']"
3263,5,positive,"['sayur', 'segar', 'harga', 'juga', 'jangkau', 'kirim', 'juga', 'oke', 'saran', 'dibanyakin', 'lagi', 'promonya', 'ya', 'min', 'belanja', 'segar', 'dehhehe']"
3264,5,positive,"['sukasama', 'aplikasi', 'guna', 'manfaat']"
3265,5,positive,"['barang', 'datang', 'bagus', 'segar', 'pokok', 'puas', 'banget', 'belanja']"
3266,5,positive,"['hemat', 'antar', 'sudah', 'begitu', 'gratis', 'ongkir', 'sayur', 'buah', 'ayam', 'segar']"
3267,4,positive,"['sok', 'faaaarr', 'puasdiskonnya', 'banyak', 'dong']"
3268,5,positive,"['alternatif', 'bagus', 'kecewa']"
3269,5,positive,"['kirim', 'cepat']"
3270,5,positive,"['ok', 'bangetokok', 'bangeetttt']"
3271,5,positive,"['barang', 'fresh']"
3272,4,positive,"['puas', 'saran', 'produk', 'sedia', 'komfirmasi', 'kirim', 'misscom', 'terimakasih', 'segar', 'moga', 'depan', 'maju', 'suka', 'promonya']"
3273,5,positive,"['puas', 'belanja', 'segar', 'tahan', 'kualitas', 'tingkat', 'layan', 'langgan']"
3274,5,positive,"['murah', 'produk', 'bagus']"
3275,5,positive,"['produk', 'segar', 'kualitas', 'bagus', 'packing', 'rapi', 'aman', 'recommended', 'deh', 'belanja', 'segar']"
3276,5,positive,"['good', 'helpfully']"
3277,5,positive,"['barang', 'bagus', 'pas', 'kirim', 'telp', 'kurir', 'jadi', 'suka', 'tunggu', 'masuk', 'minimal', 'jam', 'belum', 'kirim', 'kurir', 'kasih', 'hari', 'tunggu', 'estimasi', 'tanggal', 'kirim']"
3278,5,positive,['puas']
3279,5,positive,"['baru', 'kali', 'alam', 'belanja', 'segar', 'ok', 'mantul']"
3280,5,positive,['good']
3281,5,positive,['bagus']
3282,5,positive,"['good', 'job']"
3283,1,negative,"['jelek', 'kualitas', 'gantar', 'mulut', 'alamat', 'lengkap', 'padahal', 'sudah', 'sampai', 'dkt', 'rumah', 'ketimbang', 'balas', 'karena', 'tidur', 'batal', 'enak', 'jidat', 'sekarang', 'tunggu', 'reffund', 'kerja', 'padahal', 'salah', 'dari', 'nganter', 'disusahin', 'sangat', 'bagus', 'karena', 'tanya', 'kasih', 'alamat', 'lengkap', 'bayar', 'gopay', 'kecuali', 'belum', 'bayar', 'deh', 'batlkan', 'bayar', 'alamat', 'kacau']"
3284,5,positive,['top']
3285,5,positive,"['beli', 'apa', 'segar', 'kualitas', 'barang', 'bagus', 'segar', 'promo', 'buah']"
3286,5,positive,"['harga', 'saing']"
3287,5,positive,['ok']
3288,5,positive,"['ok', 'banget']"
3289,5,positive,[]
3290,5,positive,"['kali', 'belanja', 'puas', 'barang', 'bagus', 'segar', 'murah', 'kualitas', 'juga', 'jaga', 'enggak', 'kecewa', 'deh', 'terima', 'kasih', 'segar', 'lagi', 'promo', 'hai']"
3291,5,positive,"['profesional', 'packing', 'savetyrekomenpernah', 'pakai', 'aplikasi', 'belah', 'tapi', 'aplikasi', 'juara']"
3292,5,positive,"['suka', 'belanja', 'segar', 'promo']"
3293,5,positive,['segar']
3294,4,positive,"['puasisi', 'belanja', 'jamin', 'segar']"
3295,2,negative,"['bogor', 'ken', 'banget', 'kabupaten', 'bogor', 'me', 'cileungsi', 'citereup', 'doang', 'huh']"
3296,5,positive,['ok']
3297,5,positive,"['sayur', 'daging', 'segar', 'buah', 'mantul', 'manis']"
3298,5,positive,"['puasss', 'top', 'buah', 'sayur', 'segar']"
3299,1,negative,"['deh', 'kecewa', 'gua', 'njing']"
3300,5,positive,"['covid', 'blanja', 'online', 'kali', 'blanja', 'sagar', 'and', 'puas', 'banget', 'sayur', 'segardaging', 'segar', 'and', 'packing', 'super', 'aman', 'banget', 'antar', 'cepatcourier', 'ramah', 'and', 'hadiah']"
3301,5,positive,"['alhamdulillah', 'puas', 'sayur', 'bagus']"
3302,5,positive,['layan']
3303,5,positive,['mantap']
3304,5,positive,"['barang', 'bagus', 'kirim', 'cepat']"
3305,4,positive,"['belanja', 'mudah', 'rumahsegari']"
3306,1,negative,"['kali', 'belanja', 'timbang', 'kesan', 'buruk']"
3307,5,positive,"['kualitas', 'barang', 'terima', 'buah', 'buah', 'ikan', 'dagingsayuran', 'bumbu', 'bumbu', 'basah', 'kering', 'bagus', 'aneka', 'mie', 'juga', 'bagus', 'segar', 'mantap', 'langgan', 'alhamdulillah', 'suka']"
3308,1,negative,"['beli', 'daging', 'isi', 'banyak', 'gajih', 'daging', 'lucu', 'app', 'rate', 'aplikasi', 'bohong', 'kasih', 'rate']"
3309,1,negative,"['aplikasi', 'kacau', 'pesan', 'ayamkulit', 'ampela', 'datang', 'kulit', 'ampela', 'ayam', 'mana', 'ini', 'aduh', 'bagaimana']"
3310,5,positive,"['coba', 'buka', 'cabang', 'bandung', 'raya']"
3311,5,positive,"['segar', 'benar', 'segar', 'bahan']"
3312,5,positive,"['barang', 'kirim', 'segar']"
3313,5,positive,"['coba', 'dulu', 'alikasi', 'tunggu', 'barngnyanikmati', 'diskonnyamantul']"
3314,5,positive,"['semangat', 'sukses']"
3315,5,positive,"['keren', 'banget', 'aplikasi', 'bantu', 'banget', 'emak', 'emak', 'mager', 'belanja', 'keluar', 'rumah']"
3316,5,positive,"['alhamdulillah', 'amanahpuas', 'belanjanyakurirnya', 'ramah', 'sukses', 'sagar']"
3317,5,positive,['mantul']
3318,5,positive,"['banyak', 'promo']"
3319,5,positive,['puasssss']
3320,5,positive,"['senang', 'mudah', 'belanja', 'thks', 'segar']"
3321,5,positive,"['puasbrang', 'masih', 'fresh', 'dan', 'emas', 'rapihterimakasih']"
3322,5,positive,"['alhamdulillah', 'sudah', 'pakai', 'aplikasi', 'segar', 'gara', 'komporin', 'sama', 'teman', 'pas', 'order', 'dapat', 'potong', 'harga', 'hemat', 'kantong', 'deh', 'begitu', 'harga', 'murah', 'diskon', 'kurir', 'adminnya', 'sangat', 'ramah', 'amanah', 'kali', 'order', 'sampai', 'jam', 'an', 'jam', 'adminnya', 'maaf', 'asih', 'voucher', 'potong', 'harga', 'masyaallah', 'tanggung', 'banget', 'lebih', 'order', 'selalu', 'ontime', 'kualitas', 'bagus', 'harga', 'murah', 'makaseeeh', 'segar']"
3323,5,positive,"['bagus', 'mantap']"
3324,5,positive,"['alam', 'belanja', 'seharisangat', 'muas', 'segi', 'pelayanankwalitaskwantitashargasemoga', 'hari', 'integritas', 'berinovasikedepannya']"
3325,5,positive,"['kirim', 'cepat', 'packing', 'safety', 'produk', 'fresh']"
3326,5,positive,['bantu']
3327,4,positive,"['kurir', 'binggung', 'tapi', 'ketemu', 'juga']"
3328,5,positive,"['harga', 'sesuai', 'kualitas', 'kirim', 'cepat']"
3329,5,positive,"['good', 'job', 'puas', 'layan', 'cepat', 'kualitas', 'okkk']"
3330,5,positive,['bagus']
3331,5,positive,"['okelaah', 'pernah', 'keluar', 'belanja', 'segar', 'lebih', 'praktis', 'hemat', 'tenagaongkir', 'juga']"
3332,5,positive,"['kirim', 'daerah', 'bogor']"
3333,5,positive,"['oke', 'murah', 'banget', 'yuk', 'coba', 'guys']"
3334,5,positive,"['puas', 'banget', 'belanja']"
3335,5,positive,"['mantaabbbbbbpuasss', 'belanja']"
3336,5,positive,"['product', 'segar', 'segarpelayanan', 'memuaskankurir', 'sopan', 'bgtsukses', 'segar']"
3337,5,positive,"['top', 'banget', 'promo', 'sudah', 'juara', 'deuh', 'kualitas', 'daging', 'ayam', 'sayur', 'segar', 'loch', 'no', 'kaleng']"
3338,5,positive,"['rumah', 'belanja']"
3339,5,positive,"['produk', 'bagus', 'segar']"
3340,5,positive,"['promo', 'ok']"
3341,5,positive,"['siy', 'besok', 'barang', 'kirim']"
3342,5,positive,"['alhamdulilah', 'sangatt', 'bantu', 'terimakasi', 'ya', 'segar']"
3343,4,positive,"['sayang', 'kota', 'kota', 'moga', 'kembang', 'kabupaten', 'kota']"
3344,4,positive,"['terima', 'kasih', 'segar', 'sayur', 'buah', 'segar', 'segar', 'kirim', 'lumayan', 'telat', 'dari', 'jadwal', 'tetap']"
3345,5,positive,['oke']
3346,5,positive,"['sesuai', 'komitmen', 'kirim', 'salah', 'jelek', 'dignti', 'tanggung']"
3347,5,positive,"['semua', 'fresh', 'kualitas']"
3348,4,positive,"['aplikasi', 'mudah', 'rumah', 'tangga', 'bisa', 'rumah', 'repot', 'rumah', 'kasih', 'bintang', 'dulu']"
3349,5,positive,"['barang', 'sesuai', 'sepakat']"
3350,5,positive,"['segar', 'pagi', 'pagi', 'enggak', 'tunggu', 'tukng', 'sayur', 'lama', 'datengnya', 'sayur', 'buah', 'daging', 'segar', 'segar', 'mantap']"
3351,5,positive,"['ikan', 'sayur', 'fresh', 'cepat', 'kirim']"
3352,5,positive,"['fresh', 'syrnnya', 'good', 'kirim', 'emas']"
3353,5,positive,['bantu']
3354,4,positive,"['enggak', 'dapat', 'free', 'kkapa', 'ada', 'minimal', 'belanja']"
3355,5,positive,"['barang', 'bagus', 'kecewa']"
3356,5,positive,"['mantap', 'banget']"
3357,5,positive,"['bantu', 'tahan', 'kualitas', 'barang', 'terima', 'kasih']"
3358,5,positive,['mantap']
3359,5,positive,"['belanja', 'buah', 'sayur', 'segar', 'barang', 'segar']"
3360,2,negative,"['responsif', 'cs', 'gilir', 'saya', 'belanja', 'segar', 'nama', 'refund', 'cs', 'respon', 'malas']"
3361,5,positive,"['kualitas', 'barang', 'service', 'layan', 'rumah', 'barang', 'antar', 'gratis']"
3362,5,positive,"['discount', 'nyaribet', 'thanksgiving']"
3363,1,negative,"['kecewa', 'belanja', 'hari', 'belanja', 'barang', 'bagus', 'belanja', 'tiga', 'barang', 'busuk', 'beli', 'buah', 'barang', 'busuk', 'makan', 'ku', 'buang', 'segar', 'ngembaliin', 'uang', 'mau', 'ganti', 'voucher', 'trik', 'belanja']"
3364,5,positive,"['kirim', 'sesuai', 'estimasi', 'respon', 'cs', 'bagus', 'cepat', 'love', 'itu']"
3365,5,positive,"['bintang', 'bicara']"
3366,5,positive,"['mesan', 'barang', 'jam', 'pagi', 'barang', 'segar', 'bagus']"
3367,3,neutral,"['kali', 'belanja', 'segar', 'kecewa', 'sayur', 'kotor', 'wah', 'ok', 'sudah', 'bagus', 'kualitas', 'biarpun', 'barang', 'kosong', 'tiga', 'astaga', 'main', 'batal', 'info', 'kosong', 'eh', 'batal', 'kesal', 'refund', 'dana', 'tunggu', 'byee', 'kecewa', 'tolong', 'dong', 'tingkat', 'layan', 'jujur', 'kualitas', 'produk', 'bagus']"
3368,5,positive,"['keren', 'hemat', 'sudah', 'deh', 'speachless']"
3369,5,positive,"['belum', 'blanja', 'tapi']"
3370,5,positive,"['good', 'product']"
3371,5,positive,"['layan', 'sayur', 'buah', 'dagingfresh']"
3372,5,positive,"['sayur', 'freshpromo', 'hihihi']"
3373,5,positive,"['belanja', 'murah', 'rumah']"
3374,5,positive,"['terima kasih', 'segar', 'blanja', 'saya', 'mudah', 'bantu', 'dalam', 'pandemi', 'sekarang']"
3375,5,positive,['puasss']
3376,5,positive,"['belanja', 'online', 'senang', 'kualitas', 'barang', 'ok']"
3377,5,positive,['ok']
3378,5,positive,"['bahabnya', 'segar', 'harga', 'beda', 'harga', 'pasarsukses', 'terus', 'segar']"
3379,5,positive,['puas']
3380,5,positive,"['lumayan', 'bantu', 'saat', 'pandemi', 'puas', 'layan', 'garis', 'fresh', 'mantap', 'note', 'salad', 'saya', 'pesan', 'campur', 'fresh', 'moga', 'perhati', 'moga', 'sukses']"
3381,5,positive,"['puasssss', 'banget', 'belanja', 'gari']"
3382,5,positive,['mnaatapzz']
3383,5,positive,"['bantu', 'lagi', 'malas', 'pasar']"
3384,5,positive,['muas']
3385,5,positive,"['sudah', 'belanja', 'kirim', 'cepat']"
3386,5,positive,"['mudah', 'malas', 'belanja', 'tinggal', 'pesan', 'saja', 'segar']"
3387,5,positive,[]
3388,5,positive,"['buah', 'daging', 'segar', 'layan', 'mantul', 'tolong', 'tahan']"
3389,5,positive,"['sudah', 'belanja', 'pakai', 'apps', 'mudah', 'cawak', 'memang', 'pandai', 'mem', 'belanja', 'titik', 'kirim', 'baik', 'kasihan', 'kurir', 'nyasar', 'mulu', 'karena', 'apps', 'edit', 'titik', 'lokasi']"
3390,1,negative,"['kemarin', 'aplikas', 'uninstal', 'instal', 'bantu']"
3391,5,positive,"['mantap', 'pokok', 'nyasetiap', 'adakan', 'promo']"
3392,1,negative,"['bagaimana', 'pesan', 'lengkap', 'tapi', 'uang', 'kembali', 'sudah', 'bolak', 'hubung', 'cs', 'tapi', 'diresponaplikasi', 'layan', 'bagus']"
3393,5,positive,"['bantu', 'aplg', 'banyak', 'promo', 'hari', 'free', 'ongkir', 'terima kasih', 'segar']"
